source,wiki_sanity_source,target,wiki_sanity_target
Condom,83020,Pr%C3%A9servatif,0
The Guardian,108150,The_Guardian,0
Eudaimonia,64254,Eudaimonia,0
Benign tumor,28107,Tumeur_b%C3%A9nigne,0
Chromogranin A,25479,Chromogranine_A,0
Epidermolysis bullosa simplex,28018,%C3%89pidermolyse_bulleuse_simple,0
Standard error,35467,Erreur_type,0
Attention deficit hyperactivity disorder,98628,Trouble_du_d%C3%A9ficit_de_l%27attention_avec_ou_sans_hyperactivit%C3%A9,0
Generalized tonic–clonic seizure,26468,Crise_d%27%C3%A9pilepsie_g%C3%A9n%C3%A9ralis%C3%A9e_tonico-clonique,0
Angiotensin,45227,Angiotensine,0
Range (statistics),25954,%C3%89tendue_(statistiques),0
Catalogue of Life,16169,Catalogue_of_Life,0
Iris scissors,16646,Ciseaux_fins,0
Callus (cell biology),21245,Cal_(culture_in_vitro),0
Injury,53397,Traumatisme_(m%C3%A9decine),0
"Roses, Girona",39956,Roses,0
Tooth decay,79405,Carie_dentaire,0
Lobelia,20763,Lobelia,0
Cesare Lombroso,52341,Cesare_Lombroso,0
Hydrogen sulfide,71040,Sulfure_d%27hydrog%C3%A8ne,0
Bulimia nervosa,55396,Boulimie,0
Orphanet,18918,Orphanet,0
Area under the curve (pharmacokinetics),17616,Aire_sous_la_courbe_(pharmacocin%C3%A9tique),0
Kent,69268,Kent,0
Wilson's disease,44787,Maladie_de_Wilson,0
Scaphocephaly,17975,Scaphoc%C3%A9phalie,0
Licensed practical nurse,38400,Infirmier_auxiliaire,0
Plant stem,32170,Tige,0
Hippocampus,101590,Hippocampe_(cerveau),0
Coaching,31151,Coaching,0
Gulistan (book),42137,Golestan_(Saadi),0
Anti-Drug Abuse Act of 1986,26651,Anti-Drug_Abuse_Act_de_1986,0
Polygenism,47321,Polyg%C3%A9nisme,0
Snake,96277,Serpentes,0
Arrhythmia,47235,Trouble_du_rythme_cardiaque,0
Department of Health and Social Care,50346,D%C3%A9partement_de_la_Sant%C3%A9_(Royaume-Uni),0
Reactive distillation,15031,Distillation_r%C3%A9active,0
Scuba set,108857,Scaphandre_autonome,0
Henry Wellcome,29818,Henry_Wellcome,0
Kin selection,58147,S%C3%A9lection_de_parent%C3%A8le,0
Disposable household and per capita income,30511,Revenu_par_m%C3%A9nage,0
Acetylene,42040,Ac%C3%A9tyl%C3%A8ne,0
Basiliximab,22825,Basiliximab,0
Transesophageal echocardiogram,31021,%C3%89chographie_trans%C5%93sophagienne,0
Rheumatic fever,44226,Rhumatisme_articulaire_aigu,0
Lockout–tagout,69934,Consignation_d%27appareil_%C3%A9lectrique,0
Protein (nutrient),35246,Protide,0
Medical test,41120,Examen_m%C3%A9dical,0
Military chaplain,78283,Aum%C3%B4nier_militaire,0
Diglyceride,34282,Diglyc%C3%A9ride,0
Steve McGarrett,30474,Steve_McGarrett,0
Shōchū,52416,Sh%C5%8Dch%C5%AB_(boisson),0
Glycosidic bond,29588,Liaison_osidique,0
Budesonide/formoterol,25584,Symbicort,0
Blood vessel,35254,Vaisseau_sanguin,0
Black hole,119143,Trou_noir,0
Depolarization,27835,D%C3%A9polarisation,0
Death certificate,22379,Constat_de_d%C3%A9c%C3%A8s,0
Adrenergic receptor,40727,R%C3%A9cepteur_adr%C3%A9nergique,0
Magnesium deficiency,33194,Hypomagn%C3%A9s%C3%A9mie,0
Hip,38151,Hanche,0
Dosha,29447,Dosha,0
Wine tasting,45418,D%C3%A9gustation_du_vin,0
Hydrography,30601,Hydrographie,0
Hookah,53991,Narguil%C3%A9,0
Protein subunit,11577,Sous-unit%C3%A9_prot%C3%A9ique,0
Capillary,30101,Capillaire_(anatomie),0
Luc Montagnier,83333,Luc_Montagnier,0
High-throughput screening,31419,Criblage_%C3%A0_haut_d%C3%A9bit,0
Kena Upanishad,47336,Kena_Upanishad,0
Bogdanov affair,56132,Affaire_Bogdanoff,0
Law of noncontradiction,30881,Principe_de_non-contradiction,0
Ozone depletion,110531,Destruction_de_la_couche_d%27ozone,0
gamma-Butyrolactone,40182,Gamma-Butyrolactone,0
Stomach cancer,53047,Cancer_de_l%27estomac,0
CiteSeerX,23571,CiteSeerX,0
Deoxyribose,19885,D%C3%A9soxyribose,0
Rio Grande,50145,R%C3%ADo_Grande_(fleuve),0
Metildigoxin,16168,M%C3%A9tildigoxine,0
Lunar Society of Birmingham,36722,Lunar_Society,0
Bilirubin,42097,Bilirubine,0
Positive end-expiratory pressure,14899,Pression_expiratoire_positive,0
Thebaine,31972,Th%C3%A9ba%C3%AFne,0
Polycystic ovary syndrome,61722,Syndrome_de_Stein-Leventhal,0
Mitral stenosis,36531,R%C3%A9tr%C3%A9cissement_mitral,0
Tracheal tube,17453,Sonde_d%27intubation_endotrach%C3%A9ale,0
Effusion,22137,Effusion,0
Abdominal thrusts,22794,M%C3%A9thode_de_Heimlich,0
Cardiac tamponade,31602,Tamponnade_cardiaque,0
Angioplasty,33759,Angioplastie,0
André Frédéric Cournand,25582,Andr%C3%A9_Fr%C3%A9d%C3%A9ric_Cournand,0
Clotrimazole,34889,Clotrimazole,0
Osteopetrosis,40905,Ost%C3%A9op%C3%A9trose,0
Speakeasy,27792,Speakeasy,0
Carbonate,27892,Carbonate,0
Melusine,40495,M%C3%A9lusine_(f%C3%A9e),0
Romano–Ward syndrome,35800,Syndrome_de_Romano-Ward,0
Clostridium tetani,22280,Clostridium_tetani,0
ChemSpider,23994,ChemSpider,0
Richard Dawkins,90433,Richard_Dawkins,0
Flexitarianism,24557,Flexitarisme,0
Tensor,76897,Tenseur,0
Chromotherapy,31859,Chromath%C3%A9rapie,0
United Nations Interregional Crime and Justice Research Institute,27856,Institut_interr%C3%A9gional_de_recherche_des_Nations_unies_sur_la_criminalit%C3%A9_et_la_justice,0
Neurosis,26662,N%C3%A9vrose,0
Lithium (medication),55729,Sel_de_lithium,0
Hyperkeratosis,23010,Hyperk%C3%A9ratose,0
Hornblende,17313,Hornblende,0
Sodium citrate,11411,E331,0
Hydantoin,20490,Hydanto%C3%AFne,0
Lymphedema,47724,Lymph%C5%93d%C3%A8me,0
Climate change denial,119816,D%C3%A9ni_du_r%C3%A9chauffement_climatique,0
Ranunculus acris,17821,Renoncule_%C3%A2cre,0
Cod,45461,Morue,0
Juice,33498,Jus,0
Smoking in North Korea,41294,Tabac_en_Cor%C3%A9e_du_Nord,0
The Independent,47399,The_Independent,0
Xenotransplantation,64072,X%C3%A9nogreffe,0
Superior thyroid artery,21452,Art%C3%A8re_thyro%C3%AFdienne_sup%C3%A9rieure,0
Doppler ultrasonography,26135,%C3%89chographie_Doppler,0
Scott Kelly (astronaut),81957,Scott_Kelly,0
Delusion,48358,D%C3%A9lire,0
Global Biodiversity Information Facility,19413,Global_Biodiversity_Information_Facility,0
Flora of North America,18599,Flora_of_North_America,0
Klebsiella,19866,Klebsiella,0
Lingual artery,22094,Art%C3%A8re_linguale,0
Membrane protein,26111,Prot%C3%A9ine_membranaire,0
Geometric algebra,103012,Alg%C3%A8bre_g%C3%A9om%C3%A9trique_(structure),0
Chemometrics,35203,Chimiom%C3%A9trie,0
Fluorodeoxyglucose (18F),31902,Fluorod%C3%A9soxyglucose_(18F),0
Irish people,81723,Irlandais_(peuple),0
Viktor Frankl,38108,Viktor_Frankl,0
Cat,93863,Chat,0
Himalayas,86673,Himalaya,0
World No Tobacco Day,34803,Journ%C3%A9e_mondiale_sans_tabac,0
Rave,97667,Rave_party,0
Krishna Janmashtami,51886,Janmashtami,0
Podiatrist,27719,Podiatre,0
Lymphocyte,29500,Lymphocyte,0
Terumo,25585,Terumo,0
Bothrops jararaca,21443,Bothrops_jararaca,0
Negri body,15268,Corps_de_Negri,0
Andrew Hodges,18617,Andrew_Hodges,0
Angiotensin II receptor blocker,44784,Antagoniste_des_r%C3%A9cepteurs_de_l%27angiotensine_II,0
Master of ceremonies,26543,C%C3%A9r%C3%A9moniaire,0
Stomach cancer,52885,Cancer_de_l%27estomac,0
Krogmann's salt,21038,Sel_de_Krogmann,0
Endoplasmic reticulum,32373,R%C3%A9ticulum_endoplasmique,0
Perspiration,34743,Sueur,0
Heart rate,74873,Fr%C3%A9quence_cardiaque,0
University of Strathclyde,56597,Universit%C3%A9_de_Strathclyde,0
Interventional radiology,87228,Radiologie_interventionnelle,0
Erythrocyte sedimentation rate,26827,Vitesse_de_s%C3%A9dimentation,0
Radiography,43908,Radiographie,0
"Transforming growth factor, beta 3",32014,TGF_b%C3%AAta_3,0
Pyknosis,17299,Pycnose,0
Learned helplessness,34663,Impuissance_apprise,0
Arousal,57647,Activation_physiologique,0
"Richard Haldane, 1st Viscount Haldane",70291,Richard_Haldane_(1er_vicomte_Haldane),0
Pethidine,68370,P%C3%A9thidine,0
Safe sex,53940,S%C3%A9curisexe,0
Risus sardonicus,10854,Rire_sardonique,0
Extractivism,37212,Extractivisme,0
Lupus,82650,Lupus_%C3%A9ryth%C3%A9mateux_diss%C3%A9min%C3%A9,0
Anus,20231,Anus,0
Americans with Disabilities Act of 1990,77822,Americans_with_Disabilities_Act,0
Special Actions Detachment,59223,Destacamento_de_A%C3%A7%C3%B5es_Especiais,0
Drug tolerance,22634,Accoutumance,0
Tracheal tube,17615,Sonde_d%27intubation_endotrach%C3%A9ale,0
Shi Zhengli,49559,Shi_Zhengli,0
Lithium carbonate,34338,Carbonate_de_lithium,0
High-pressure nervous syndrome,52113,Syndrome_nerveux_des_hautes_pressions,0
Valmiki,30006,V%C3%A2lm%C3%AEki,0
Arp2/3 complex,24646,3,0
Mesothelioma,75339,M%C3%A9soth%C3%A9liome,0
Sodium hydride,24667,Hydrure_de_sodium,0
Calculation,23146,Calcul_(math%C3%A9matiques),0
Melon ball,15700,Cuill%C3%A8re_%C3%A0_pomme_parisienne,0
Autoantibody,26835,Auto-anticorps,0
Temple of Artemis,44914,Temple_d%27Art%C3%A9mis_%C3%A0_%C3%89ph%C3%A8se,0
Gorgan,31429,Gorgan,0
Yaws,48768,Pian_(m%C3%A9decine),0
Shock (circulatory),45594,%C3%89tat_de_choc_circulatoire,0
Ephedra (plant),28881,Ephedra,0
Sweetness of wine,28855,Douceur_du_vin,0
Spondyloarthropathy,20329,Spondyloarthrite,0
"5-Methoxy-N,N-diisopropyltryptamine",50281,5-M%C3%A9thoxy-diisopropyltryptamine,0
Renal osteodystrophy,22495,Ost%C3%A9odystrophie_r%C3%A9nale,0
Durbin–Watson statistic,31752,Test_de_Durbin-Watson,0
Sodium erythorbate,18032,%C3%89rythorbate_de_sodium,0
Martin Luther,142292,Martin_Luther,0
Lebanese diaspora,38268,Diaspora_libanaise,0
Carcinoma,36512,Carcinome,0
Cocktail party,20007,Cocktail_party,0
Fomite,23976,Fomite,0
Repaglinide,34569,R%C3%A9paglinide,0
Compton scattering,44025,Diffusion_Compton,0
Junctional ectopic tachycardia,23792,Tachycardie_jonctionnelle_hisienne,0
Digoxigenin,13530,Digoxyg%C3%A9nine,0
Berbere,17639,B%C3%A9rb%C3%A9r%C3%A9,0
Ghazi Abdul Rahman Al Gosaibi,29966,Ghazi_Al-Gosaibi,0
Shigellosis,31423,Shigellose,0
Chromosome 8,31230,Chromosome_8_humain,0
Ejection fraction,22135,Fraction_d%27%C3%A9jection,0
Milk-alkali syndrome,36436,Syndrome_des_buveurs_de_lait,0
Drambuie,23193,Drambuie,0
Sacituzumab govitecan,29179,Sacituzumab_govitecan,0
Chromogen,12870,Chromog%C3%A8ne,0
Museum fatigue,19703,Mal_du_mus%C3%A9e,0
Anti-inflammatory,32352,Anti-inflammatoire,0
Combination therapy,13639,Polyth%C3%A9rapie,0
Vasopressin receptor 1A,38163,G%C3%A8ne_Avpr1,0
Ignaz Semmelweis,70624,Ignace_Philippe_Semmelweis,0
Relative atomic mass,28074,Masse_atomique_relative,0
Mohammad-Reza Shafiei Kadkani,21553,Mohammad_Reza_Shafiei-Kadkani,0
Threatened species,31847,Esp%C3%A8ce_menac%C3%A9e,0
Pulmonary wedge pressure,16712,Pression_art%C3%A9rielle_pulmonaire_d%27occlusion,0
Aortic regurgitation,31972,Insuffisance_aortique,0
Mary Shelley,122348,Mary_Shelley,0
Advieh,18218,Advieh,0
Ipratropium bromide,30955,Bromure_d%27ipratropium,0
Val Logsdon Fitch,50554,Val_Logsdon_Fitch,0
Pangolin,49720,Pholidota,0
Bioremediation,40507,Biorem%C3%A9diation,0
Collecting duct system,26581,Tube_collecteur,0
Reductive amination,13715,Amination_r%C3%A9ductrice,0
Metabolism,129811,M%C3%A9tabolisme,0
Immunosuppressive drug,44321,Immunosuppresseur,0
Nuclear disarmament,63833,D%C3%A9sarmement_nucl%C3%A9aire,0
Immune thrombocytopenic purpura,39952,Purpura_thrombop%C3%A9nique_idiopathique,0
Family medicine,49889,M%C3%A9decine_g%C3%A9n%C3%A9rale,0
Treponema,21898,Treponema,0
Investigative journalism,36729,Journalisme_d%27enqu%C3%AAte,0
Rifa'a at-Tahtawi,23958,Rifa%27a_al-Tahtawi,0
"Southborough, Massachusetts",31347,Southborough_(Massachusetts),0
Vector autoregression,45459,Vecteur_Autoregressif_(VAR),0
Datura metel,50772,Datura_metel,0
Caffeine citrate,22532,Citrate_de_caf%C3%A9ine,0
Tim Peake,63708,Timothy_Peake,0
Antidiuretic,12109,Antidiur%C3%A9tique,0
Hypotension,34234,Hypotension_art%C3%A9rielle,0
Plethodontidae,23448,Plethodontidae,0
National Health Commission,27839,Commission_nationale_de_la_sant%C3%A9,0
Fisheries management,51913,Dynamique_et_gestion_des_p%C3%AAcheries,0
Yttrium(III) chloride,18719,Chlorure_d%27yttrium(III),0
Pretzel,42348,Bretzel,0
Left anterior descending artery,21582,Art%C3%A8re_interventriculaire_ant%C3%A9rieure,0
Preventable causes of death,22805,Taux_de_mortalit%C3%A9_%C3%A9vitable,0
β-Lactamase inhibitor,26208,Inhibiteur_de_b%C3%AAta-lactamase,0
Tincture of cannabis,21976,Green_Dragon,0
Special Forces Command (Turkey),60489,Bordo_Bereliler,0
Massachusetts General Hospital,44713,Massachusetts_General_Hospital,0
Acetylation,12438,Ac%C3%A9tylation,0
Ovary,41139,Ovaire,0
Shah Nimatullah Wali,24802,Sha-h_Ni%27matulla-h_Wali,0
HIV/AIDS,110874,Syndrome_d%27immunod%C3%A9ficience_acquise,0
Club cell,18107,Cellule_de_Clara,0
Larry Kramer,61410,Larry_Kramer,0
Nondestructive testing,81908,Contr%C3%B4le_non_destructif,0
Altitude sickness,44103,Mal_aigu_des_montagnes,0
Synthetic radioisotope,15735,Radioisotope_synth%C3%A9tique,0
Ventilator-associated pneumonia,35219,Pneumopathie_acquise_sous_ventilation_m%C3%A9canique,0
Tianeptine,55919,Tianeptine,0
Interleukin 18,30073,Interleukine_18,0
Carboxyhemoglobin,32597,Carboxyh%C3%A9moglobine,0
Underwater rugby,63156,Rugby_subaquatique,0
Catnip,26877,Cataire,0
Lymphogranuloma venereum,33833,Lymphogranulome_v%C3%A9n%C3%A9rien,0
Ideal gas law,86028,Loi_des_gaz_parfaits,0
Respiratory tract,34361,Voies_respiratoires,0
Airport,81122,A%C3%A9roport,0
Stethoscope,36402,St%C3%A9thoscope,0
Anomalous pulmonary venous connection,21343,Retour_veineux_pulmonaire_anormal,0
Fungal infection,30834,Mycose,0
Ichthyosis,29512,Ichtyose,0
N-Methylformamide,16593,N-M%C3%A9thylformamide,0
PyMOL,27377,PyMOL,0
Dissociative,37718,Hallucinog%C3%A8ne#Les_hallucinogènes_dissociatifs,0
David Lee (physicist),24290,David_Morris_Lee,0
Crohn's disease,96426,Maladie_de_Crohn,0
Supernatural,70136,Surnaturel,0
Heart symbol,32959,C%C5%93ur_(symbole),0
Church–Turing thesis,59323,Th%C3%A8se_de_Church,0
Mannheim process,13188,Proc%C3%A9d%C3%A9_Mannheim,0
Batrachotoxin,33005,Batrachotoxine,0
Indus script,58784,%C3%89criture_de_l%27Indus,0
Life (magazine),56446,Life,0
Aortic valve,27474,Valve_aortique,0
Sonallah Ibrahim,22420,Sonallah_Ibrahim,0
HIV-associated nephropathy,19860,N%C3%A9phropathie_associ%C3%A9e_au_VIH,0
Colitis,26309,Colite,0
Callus,31430,Cal_(m%C3%A9decine),0
Heart,114514,C%C5%93ur,0
Salivary gland,34509,Glande_salivaire,0
Common carotid artery,29693,Art%C3%A8re_carotide_commune,0
G. R. G. Mure,17994,Geoffrey_Reginald_Gilchrist_Mure,0
Compacted oxide layer glaze,17312,%C3%89maillage,0
Muscle cell,39098,Myocyte,0
Histone,48805,Histone,0
East Asian cultural sphere,58099,Sph%C3%A8re_culturelle_chinoise,0
Meal,38735,Repas,0
Laminar flow,22432,%C3%89coulement_laminaire,0
The Anatomy of Melancholy,24934,L%27Anatomie_de_la_m%C3%A9lancolie,0
Superior mesenteric artery syndrome,33973,Syndrome_de_l%27art%C3%A8re_m%C3%A9sent%C3%A9rique_sup%C3%A9rieure,0
Medical microbiology,35416,Microbiologie_m%C3%A9dicale,0
Non-renewable resource,30313,Ressource_non_renouvelable,0
Southeast Asian ovalocytosis,21002,Ovalocytose,0
Alessandro Volta,39905,Alessandro_Volta,0
Bat detector,36597,D%C3%A9tecteur_de_chauves-souris,0
Shan State,54083,%C3%89tat_shan,0
Heavy chain disease,20126,Maladie_des_cha%C3%AEnes_lourdes,0
Giovanni Battista Morgagni,37573,Jean-Baptiste_Morgagni,0
Plasma cell,27084,Plasmocyte,0
Alpha-1 antitrypsin,42099,Alpha-1-antitrypsine,0
Biological life cycle,30291,Cycle_de_vie_(biologie),0
Cardiac surgery,35401,Chirurgie_cardiaque,0
Cell (biology),57779,Cellule_(biologie),0
Anticoagulant,47173,Anticoagulant,0
C-reactive protein,35569,Prot%C3%A9ine_C_r%C3%A9active,0
Mediterranean Sea,124694,Mer_M%C3%A9diterran%C3%A9e,0
Carney complex,20898,Complexe_de_Carney,0
Mineral water,18972,Eau_min%C3%A9rale_naturelle,0
Software release life cycle,34817,Cycle_de_vie_d%27un_logiciel,0
Emergency medical services in the United Kingdom,42562,Liste_des_services_d%27ambulance_au_Royaume-Uni,0
Cell membrane,55915,Membrane_plasmique,0
Semantics (computer science),23855,S%C3%A9mantique_des_langages_de_programmation,0
Vertebra,43564,Vert%C3%A8bre,0
Frederick Copleston,31986,Frederick_Copleston,0
Andrew Huxley,41022,Andrew_Huxley,0
William Withering,35379,William_Withering,0
Maternal death,60601,Mort_maternelle,0
Rotavirus vaccine,29398,Rotavirus#Vaccins,0
Jadarite,21881,Jadarite,0
Biofeedback,92437,Biofeedback,0
Bar (establishment),51409,Bar_(%C3%A9tablissement),0
Rao–Blackwell theorem,33738,Th%C3%A9or%C3%A8me_de_Rao-Blackwell,0
ATC code C01,21856,Classe_ATC_C01,0
Sulfonamide (medicine),33653,Antibiotique_sulfamid%C3%A9,0
JWH-018,49081,JWH-018,0
Respiratory tract,34361,Voies_respiratoires,0
Implantable loop recorder,21191,Moniteur_cardiaque_implantable,0
GABAA-rho receptor,24475,R%C3%A9cepteur_GABAA-rho,0
University of St Andrews,102601,Universit%C3%A9_de_St_Andrews,0
Order of St Michael and St George,46711,Ordre_de_Saint-Michel_et_Saint-Georges,0
Dominance (genetics),52533,Dominance_(g%C3%A9n%C3%A9tique),0
Siraitia grosvenorii,23944,Siraitia_grosvenorii,0
Nutrien,19507,Nutrien,0
Neurosurgery,48424,Neurochirurgie,0
Hydroxyproline,19904,Hydroxyproline,0
Ranunculus asiaticus,14100,Renoncule_des_fleuristes,0
Amyloid-beta precursor protein,45449,Prot%C3%A9ine_pr%C3%A9curseur_de_l%27amylo%C3%AFde,0
MPP+,25534,MPP%2B,0
Gregory Chamitoff,61812,Gregory_Chamitoff,0
La Belle Dame sans Merci,28597,La_Belle_Dame_sans_merci_(po%C3%A8me),0
Transient ischemic attack,42482,Accident_isch%C3%A9mique_transitoire,0
Central tendency,28956,Indicateur_de_tendance_centrale,0
Muti,27564,Muti_(Zoulou),0
Gentamicin,38269,Gentamicine,0
List of forms of alternative medicine,17248,Liste_de_m%C3%A9decines_non_conventionnelles,0
Bhagavad Gita,175249,Bhagavad-Gita,0
Chemotherapy,101108,Chimioth%C3%A9rapie,0
Finger cot,15235,Doigtier,0
Nurse practitioner,35815,Infirmier_praticien_sp%C3%A9cialis%C3%A9,0
Epidural hematoma,26253,H%C3%A9matome_extradural,0
Anatomical terms of location,52309,Syst%C3%A8me_de_r%C3%A9f%C3%A9rence_en_anatomie,0
Pantothenate kinase-associated neurodegeneration,25641,Neurod%C3%A9g%C3%A9nerescence_associ%C3%A9e_%C3%A0_la_pantoth%C3%A9nate_kinase,0
Encephalocele,23091,Enc%C3%A9phaloc%C3%A8le,0
Digital electronics,56510,%C3%89lectronique_num%C3%A9rique,0
New York City,223955,New_York,0
Cell adhesion,34087,Adh%C3%A9sion_cellulaire,0
Cryptography,98492,Cryptographie,0
Symporter,18736,Symport,0
Pipe (fluid conveyance),54859,Tuyau,0
Imaging,23863,Imagerie,0
Mucus,32444,Mucus,0
Phalanx bone,35255,Phalange_(os),0
Cobaltocene,16255,Cobaltoc%C3%A8ne,0
Dry cask storage,25519,Castor_(nucl%C3%A9aire),0
Postsynaptic potential,19569,Potentiel_postsynaptique,0
Packaging and labeling,50465,Emballage,0
Crocodilia,102670,Crocodilia,0
Chin augmentation,22108,G%C3%A9nioplastie,0
Protein c-Fos,36541,C-Fos,0
Kombucha,35163,Kombucha,0
Lipoprotein,33138,Lipoprot%C3%A9ine,0
Myelin,35610,My%C3%A9line,0
Funeral,97355,Rite_fun%C3%A9raire,0
Serena Auñón-Chancellor,57454,Serena_M._Au%C3%B1%C3%B3n-Chancellor,0
Chemical & Engineering News,12744,Chemical_%26_Engineering_News,0
Unicum,25995,Unicum_(alcool),0
University of Hohenheim,30866,Universit%C3%A9_de_Hohenheim,0
Arne Zetterström,49994,Arne_Zetterstr%C3%B6m,0
Ultrasound,48002,Ultrason,0
Anticonvulsant,36837,Anti%C3%A9pileptique,0
Thiol,33640,Thiol,0
First aid,85889,Premiers_secours_(m%C3%A9decine),0
Caplan's syndrome,22489,Syndrome_de_Caplan-Colinet,0
Google Doodle,54201,Google_Doodle,0
Squamous cell carcinoma,22489,Carcinome_%C3%A9pidermo%C3%AFde,0
Electrocardiography,77581,%C3%89lectrocardiographie,0
Lead(II) nitrate,28861,Nitrate_de_plomb(II),0
Liver disease,29056,H%C3%A9patopathie,0
Sidemount diving,100294,Sidemount,0
National Academy of Engineering,47520,Acad%C3%A9mie_nationale_d%27ing%C3%A9nierie_des_%C3%89tats-Unis,0
Circulatory system,101177,Syst%C3%A8me_circulatoire,0
Racemic mixture,24448,Rac%C3%A9mique,0
Transfusion medicine,23457,M%C3%A9decine_transfusionnelle,0
Controlled Substances Act,66490,Controlled_Substances_Act,0
Chess,124125,%C3%89checs,0
Xerotic eczema,12697,Ecz%C3%A9ma_x%C3%A9rotique,0
Ciclesonide,28597,Cicl%C3%A9sonide,0
Long QT syndrome,58598,Syndrome_du_QT_long,0
Lobe (anatomy),15150,Lobe_(anatomie),0
Chronic condition,43346,Maladie_chronique,0
Sertindole,52578,Sertindole,0
Carbothermic reaction,13658,R%C3%A9action_carbothermique,0
Golimumab,24925,Golimumab,0
Epidemiology,83438,%C3%89pid%C3%A9miologie,0
Edward Thorndike,60988,Edward_Thorndike,0
Melasma,33305,M%C3%A9lasma,0
Tonsil,21395,Tonsille,0
C4 carbon fixation,38269,Photosynth%C3%A8se#Le_mécanisme_des_plantes_en_C4,0
Fuzuli (writer),47593,Fuz%C3%BBl%C3%AE,0
Germ theory of disease,44182,Th%C3%A9orie_microbienne,0
Platelet,62283,Thrombocyte,0
Medical diagnosis,38457,Diagnostic_(m%C3%A9decine),0
Technology roadmap,29786,Roadmap,0
Quackery,70800,Charlatanisme,0
Chromosomal translocation,30417,Translocation_(g%C3%A9n%C3%A9tique),0
Social issue,45972,Probl%C3%A8me_social,0
Nitrogen,85223,Azote,0
Operations research,53952,Recherche_op%C3%A9rationnelle,0
Edinburgh,132478,%C3%89dimbourg,0
Meningococcal vaccine,36530,Vaccin_contre_les_infections_invasives_%C3%A0_m%C3%A9ningocoque,0
Fatty acid,62807,Acide_gras,0
Papilloma,22926,Papillome,0
Virus,99161,Virus,0
Douglas Osheroff,26281,Douglas_Osheroff,0
Infarction,23846,Infarctus,0
Fluphenazine,47825,Fluph%C3%A9nazine,0
Sport diving (sport),61268,Plong%C3%A9e_sportive_en_piscine,0
Vasculum,13072,Bo%C3%AEte_d%27herborisation,0
Drug rehabilitation,60265,Cure_de_d%C3%A9sintoxication,0
Eotvos (unit),11120,Eotvos,0
Cytokinesis,31979,Cytodi%C3%A9r%C3%A8se,0
Sebaceous gland,29479,Glande_s%C3%A9bac%C3%A9e,0
Allergy,81713,Allergie,0
Procaine,23058,Proca%C3%AFne,0
Aframomum melegueta,29677,Maniguette,0
Arylcyclohexylamine,60568,Arylcyclohexylamine,0
Biosphere,33949,Biosph%C3%A8re,0
Metal–air electrochemical cell,22059,Accumulateur_m%C3%A9tal-air,0
Spherocytosis,19522,Sph%C3%A9rocytose,0
Phase-transfer catalyst,12478,Catalyseur_de_transfert_de_phase,0
Biomarker,30920,Biomarqueur,0
Hohenheim,21575,Hohenheim_(Stuttgart),0
Russell Alan Hulse,23909,Russell_Alan_Hulse,0
Salzburg,65154,Salzbourg,0
Skin condition,39336,Dermatose,0
Thioester,19562,Thioester,0
Heart failure,93485,Insuffisance_cardiaque_chez_l%27humain,0
Drug eruption,32327,Toxidermie,0
Federal Trade Commission,46222,Federal_Trade_Commission,0
Mouthwash,47025,Bain_de_bouche,0
Myelodysplastic syndrome,51649,Syndrome_my%C3%A9lodysplasique,0
Electrocution,23308,%C3%89lectrocution,0
Dosage form,20860,Forme_gal%C3%A9nique,0
Maprotiline,72958,Maprotiline,0
Klippel–Trénaunay syndrome,23658,Syndrome_de_Klippel-Trenaunay,0
Mascara,26719,Mascara,0
Superior rectal artery,20491,Art%C3%A8re_rectale_sup%C3%A9rieure,0
Lens,53224,Lentille_optique,0
Stratified sampling,31032,%C3%89chantillonnage_stratifi%C3%A9,0
Low-alcohol beer,43384,Bi%C3%A8re_sans_alcool,0
Advanced Gas-cooled Reactor,37794,R%C3%A9acteur_avanc%C3%A9_refroidi_au_gaz,0
Eisenmenger's syndrome,22556,Syndrome_d%27Eisenmenger,0
Dientamoeba fragilis,23355,Dientamoeba_fragilis,0
Purdue Boilermakers,41092,Boilermakers_de_Purdue,0
Budd–Chiari syndrome,28834,Syndrome_de_Budd-Chiari,0
ATC code A12,17718,Classe_ATC_A12,0
Standing wave,55155,Onde_stationnaire,0
Posterior tibial artery,17347,Art%C3%A8re_tibiale_post%C3%A9rieure,0
Pramana,53245,Pramana,0
Parenchyma,17266,Parenchyme,0
Médecins Sans Frontières,88936,M%C3%A9decins_sans_fronti%C3%A8res,0
University College London,133086,University_College_de_Londres,0
Situs inversus,27074,Situs_inversus,0
Wind power,86042,%C3%89nergie_%C3%A9olienne,0
Paget's disease of bone,39857,Maladie_osseuse_de_Paget,0
Sheffer stroke,30618,Barre_de_Sheffer,0
Upwelling,79195,Remont%C3%A9e_d%27eau,0
Thyroid nodule,27877,Nodule_thyro%C3%AFdien,0
Giovanni Cosimo Bonomo,21189,Giovanni_Cosimo_Bonomo,0
Anthroposophic medicine,42885,M%C3%A9decine_anthroposophique,0
Trade name,22350,Nom_commercial,0
G protein-coupled inwardly-rectifying potassium channel,26251,Courant_potassique_rectifiant_activ%C3%A9_par_les_prot%C3%A9ines_G,0
Antiandrogen,81152,Anti-androg%C3%A8ne,0
Electric potential,36558,Potentiel_%C3%A9lectrique,0
Borrelia duttoni,14342,Borrelia_duttoni,0
Interstate Highway System,106232,Interstate_highway,0
