source,wiki_sanity_source,target,wiki_sanity_target
Tulane University,71914,Tulane_University,0
Nikolay Basov,27780,Nikolaj_Basov,0
Histone,49433,Histon_(eiwit),0
Pseudoaneurysm,24279,Vals_aneurysma,0
Stromboli,31160,Stromboli_(eiland),0
Angiotensin,42757,Angiotensine,0
Hemocyanin,27453,Hemocyanine,0
Extermination camp,61368,Vernietigingskamp,0
Monotypic taxon,15720,Monotypisch_taxon,0
17α-Hydroxyprogesterone,43969,17-OH-progesteron,0
Michelangelo,89058,Michelangelo_Buonarroti,0
Lipoprotein lipase,35149,Lipoprote%C3%AFnelipase,0
Frequency domain,25633,Frequentiedomein,0
Jacques Cousteau,97931,Jacques-Yves_Cousteau,0
Tapentadol,47259,Tapentadol,0
Blue baby syndrome,28634,Blauwe_baby,0
Moclobemide,54768,Moclobemide,0
English language,195926,Engels,0
Pentaerythritol tetranitrate,34963,Pentaerythritoltetranitraat,0
Arrhythmia,45256,Hartritmestoornis,0
California Institute of Technology,90355,California_Institute_of_Technology,0
Earth science,37195,Aardwetenschappen,0
Bad breath,46095,Halitose,0
Plasmid,45855,Plasmide,0
Whisky,60835,Whisky,0
Parecoxib,27639,Parecoxib,0
Ventricular natriuretic peptide,32193,Brain_natriuretic_peptide,0
European Environment Agency,29348,Europees_Milieuagentschap,0
Particle accelerator,60399,Deeltjesversneller,0
Tsipouro,24515,Tsipouro,0
Alicudi,27507,Alicudi,0
Sunao Tawara,18046,Sunao_Tawara,0
Public domain,50242,Publiek_domein,0
Cachexia,30966,Cachexie,0
Genealogy,74975,Genealogie_(geschiedkunde),0
Isotopes of iron,28284,Isotopen_van_ijzer,0
Horticulture,30446,Horticultuur,0
Langbeinite,15631,Langbeiniet,0
Alanine transaminase,28808,Alanine-aminotransferase,0
Cardiac surgery,33345,Hartchirurgie,0
Koichi Wakata,58918,Koichi_Wakata,0
Sodium acetate,26457,Natriumacetaat,0
Alcohol (chemistry),51578,Alcohol_(stofklasse),0
Ankle–brachial pressure index,22180,Enkel-armindex,0
Sicily,120410,Sicili%C3%AB,0
Physiology,45378,Fysiologie,0
The Economist,64722,The_Economist,0
Chaitanya Mahaprabhu,67595,Chaitanya_Mahaprabhu,0
Heart,114229,Hart,0
Safranin,19051,Safranine,0
Public–private partnership,69414,Publiek-private_samenwerking,0
Endosulfan,64484,Endosulfan,0
Opinion poll,63877,Opiniepeiling,0
Antidotarium Nicolai,16879,Antidotarium_Nicolai,0
Coordination complex,51794,Co%C3%B6rdinatieverbinding,0
Eicosapentaenoic acid,27954,Eicosapentaeenzuur,0
Calculator,66516,Rekenmachine,0
Sex organ,27153,Geslachtsorgaan,0
United States Virgin Islands,80548,Amerikaanse_Maagdeneilanden,0
Kashrut,69661,Kasjroet,0
Northern Ireland,129055,Noord-Ierland,0
Sodium sulfite,19380,Natriumsulfiet,0
Granulomatosis with polyangiitis,30158,Granulomatose_met_polyangiitis,0
Rockefeller University,38371,Rockefeller-universiteit,0
Autoimmune hemolytic anemia,33709,Auto-immuun_hemolytische_anemie,0
Hypertrichosis,42670,Hypertrichose,0
Determinism,87633,Determinisme_(filosofie),0
Fullmetal Alchemist,62369,Fullmetal_Alchemist,0
Dandruff,22709,Roos_(aandoening),0
Developing country,79551,Ontwikkelingsland,0
Sacrum,32447,Heiligbeen,0
Licor 43,17678,Licor_43,0
Alembic,19866,Alambiek,0
Ribosome,46293,Ribosoom,0
Vertebra,42874,Wervel_(anatomie),0
Epiglottis,23817,Strotklepje,0
Nystatin,32998,Nystatine,0
Publication bias,28596,Publicatiebias,0
Infestation,17631,Infestatie,0
Pemphigus vulgaris,23435,Pemphigus_vulgaris,0
Gastroparesis,27093,Gastroparese,0
Raccoon,102344,Gewone_wasbeer,0
Leigh syndrome,34171,Syndroom_van_Leigh,0
Bundle of His,21062,Bundel_van_His,0
University press,24518,Universiteitsuitgeverij,0
DDT,94868,Dichloordifenyltrichloorethaan,0
Caudate nucleus,35759,Nucleus_caudatus,0
David Hume,183553,David_Hume,0
Cardiac tamponade,31411,Harttamponnade,0
Hippocratic Oath,33871,Eed_van_Hippocrates,0
Laboratory,35868,Laboratorium,0
Emissions trading,81565,Emissiehandel,0
Common law,121942,Common_law,0
Federal Bureau of Investigation,108565,Federal_Bureau_of_Investigation,0
Scurvy,54254,Scheurbuik,0
Ecological footprint,43466,Ecologische_voetafdruk,0
Allyl isothiocyanate,26016,Allylisothiocyanaat,0
Empúries,32856,Emp%C3%BAries,0
Presbycusis,34930,Presbyacusis,0
Hydrocephalus,47192,Hydrocefalus,0
Coagulation,50761,Bloedstolling,0
Philip II of Macedon,54354,Philippus_II_van_Macedoni%C3%AB,0
Spleen,36555,Milt,0
Lacosamide,35336,Lacosamide,0
Kerala,190186,Kerala,0
Total synthesis,23849,Totaalsynthese,0
Catholic devotions,35367,Volksdevotie,0
World Press Photo,18532,World_Press_Photo,0
Neisseria meningitidis,36315,Meningokok,0
Loperamide,42988,Loperamide,0
Dennis Gabor,33642,Dennis_Gabor,0
Bureaucracy,51299,Bureaucratie,0
Nasopharyngeal carcinoma,33253,Nasofarynxcarcinoom,0
Erythrocyte sedimentation rate,26967,Erytrocytbezinkingssnelheid,0
Dynamite,29648,Dynamiet,0
Pandemic,93420,Pandemie,0
Autophagy,50977,Autofagie_(biologie),0
Benzodiazepine,104850,Benzodiazepine,0
Fibrosis,19877,Fibrose,0
Sambucus,30816,Vlier_(geslacht),0
Agonist,27724,Agonist_(biochemie),0
Epithelium,41566,Epitheel,0
Posterior communicating artery,20300,Arteria_communicans_posterior,0
Disease,66892,Ziekte,0
Rodent,86116,Knaagdieren,0
Arsenic trioxide,38524,Arseen(III)oxide,0
Angiotensin,42550,Angiotensine,0
Swimming (sport),56227,Zwemsport,0
Lung,76029,Long_(orgaan),0
Abdominal aorta,23644,Aorta_abdominalis,0
Retrovirus,56285,Retrovirussen,0
Biochemistry,70586,Biochemie,0
Twin,57703,Tweeling_(biologie),0
Echo,18528,Echo_(geluid),0
Frontotemporal dementia,46404,Frontotemporale_dementie,0
Serine,38383,Serine,0
Ankle–brachial pressure index,21989,Enkel-armindex,0
Mountain,39008,Berg_(landvorm),0
Gametogenesis,21874,Gametogenese,0
Valentine's Day,89931,Valentijnsdag,0
Emtricitabine,25205,Emtricitabine,0
Alpha privative,13343,Privatieve_a,0
Seleucid Empire,108555,Seleucidische_Rijk,0
Simon Singh,33947,Simon_Singh,0
Obesity hypoventilation syndrome,31983,Obesitas-hypoventilatiesyndroom,0
Sacral plexus,24508,Plexus_sacralis,0
Thioacetamide,16495,Thioaceetamide,0
Accuracy and precision,34588,Nauwkeurigheid,0
Bacchylides,53657,Bacchylides,0
Hafiz (Quran),23751,Hafiz_(Koran),0
Coagulase,20724,Coagulase,0
Infant respiratory distress syndrome,32963,Hyaliene_membranenziekte,0
DNA sequencing,82555,DNA-sequencing,0
Dermatology,29696,Dermatologie,0
Brainstem,35666,Hersenstam,0
Bohr magneton,13532,Bohrmagneton,0
Lithium bis(trimethylsilyl)amide,26352,Lithiumbis(trimethylsilyl)amide,0
Smartphone,123801,Smartphone,0
Lupus,81640,Systemische_lupus_erythematodes,0
Adjustable gastric band,49644,Maagband,0
Frequency,35755,Frequentie,0
Exercise-induced bronchoconstriction,25592,Inspanningsastma,0
Pulmonary pleurae,28890,Pleura,0
Cricothyrotomy,24994,Coniotomie,0
Variance,89190,Variantie,0
Diarrhea,63344,Diarree,0
Finswimming,72759,Vinzwemmen,0
Ventricular fibrillation,38195,Ventrikelfibrilleren,0
Ben Roy Mottelson,25391,Ben_Mottelson,0
Shayetet 13,81218,Sjajetet_13,0
Drainage basin,37442,Stroomgebied,0
Signs and symptoms,46056,Klinisch_teken,0
Schwann cell,27024,Schwanncel,0
Toxin,29513,Toxine,0
Resorcinol,23806,Resorcinol,0
Hypertrophic cardiomyopathy,53696,Hypertrofische_obstructieve_cardiomyopathie,0
"1,10-Phenanthroline",16746,"1,10-fenantroline",0
Polio,75796,Poliomyelitis,0
Johannes Diderik van der Waals,44424,Johannes_Diderik_van_der_Waals,0
Maryland,138243,Maryland,0
Indigenous peoples,106561,Inheemse_bevolking,0
Control flow,55392,Control_flow,0
Body fluid,16595,Lichaamsvocht,0
Middle Ages,152871,Middeleeuwen,0
Anatomical terms of location,52201,Anatomische_vaktermen_van_positie,0
BN-350 reactor,17240,BN-350-reactor,0
Gregor Mendel,51155,Gregor_Mendel,0
Indus Valley Civilisation,132934,Indusbeschaving,0
Systematic desensitization,25965,Systematische_desensitisatie,0
Rage (emotion),31553,Razernij,0
Fraunhofer lines,16924,Fraunhoferlijnen,0
Muscovite,24912,Muscoviet,0
Posterior cerebral artery,24866,Arteria_cerebri_posterior,0
Heredity,38325,Erfelijkheid,0
Allotransplantation,20855,Allotransplantatie,0
Magnetometer,75798,Magnetometer,0
Rhizome,19901,Wortelstok,0
Drink,50299,Drank,0
Phase (matter),28733,Fase_(stof),0
X-ray tube,27129,R%C3%B6ntgenbuis,0
Anatomical terms of location,52187,Anatomische_vaktermen_van_positie,0
Lung,76019,Long_(orgaan),0
Gerald Edelman,43923,Gerald_Edelman,0
Theory of mind,83917,Theory_of_mind,0
Francium,42940,Francium,0
Owen Willans Richardson,23876,Owen_Willans_Richardson,0
Ustekinumab,29381,Ustekinumab,0
Alternation of generations,46964,Generatiewisseling,0
Cranial nerves,52354,Hersenzenuw,0
Pregnancy test,29244,Zwangerschapstest,0
"Brasenose College, Oxford",49166,Brasenose_College,0
Albertus Magnus,72687,Albertus_Magnus,0
Jin dynasty (1115–1234),66898,Jin-dynastie_(1115-1234),0
Borehole,24599,Boorgat,0
Coxsackievirus,25647,Coxsackievirus,0
Prokaryote,44281,Prokaryoten,0
Ferid Murad,28082,Ferid_Murad,0
In vitro fertilisation,111359,In-vitrofertilisatie,0
Plautus,93268,Titus_Maccius_Plautus,0
Valerian (herb),61037,Echte_valeriaan,0
Pulmonary heart disease,25603,Cor_pulmonale,0
Lithium peroxide,22972,Lithiumperoxide,0
Prediction,35020,Voorspelling_(wetenschap),0
Hematopoietic stem cell,35244,Hematopo%C3%ABtische_stamcel,0
Hypercholesterolemia,33943,Hypercholesterolemie,0
Clindamycin,40269,Clindamycine,0
Mammal,121970,Zoogdieren,0
Serenity Prayer,25260,Gebed_om_Kalmte,0
Inequality (mathematics),38431,Ongelijkheid_(wiskunde),0
Norwegian language,81974,Noors,0
Jeff Garlin,36306,Jeff_Garlin,0
Rotavirus,58556,Rotavirus,0
Jellyfish,75392,Kwallen,0
Western Europe,54717,West-Europa,0
Reflex,20092,Reflex_(biologie),0
Sensitivity and specificity,46608,Sensitiviteit_en_specificiteit,0
Bleeding,31200,Bloeding,0
Vermiculite,33475,Vermiculiet,0
Ya ba,21969,Yabaa,0
Tellurium tetrachloride,19986,Telluurtetrachloride,0
Gene expression,67019,Genexpressie,0
Health club,20707,Sportschool,0
Cerebral infarction,23675,Herseninfarct,0
COVID-19,157094,COVID-19,0
Carbohydrate metabolism,32746,Suikerstofwisseling,0
Hemolytic–uremic syndrome,38250,Hemolytisch-uremisch_syndroom,0
Myelin,35574,Myeline,0
Cafestol,21278,Cafestol,0
Streptococcus oralis,16139,Streptococcus_oralis,0
Medicare (United States),132406,Medicare,0
Depleted uranium,103849,Verarmd_uranium,0
Histology,50854,Histologie,0
Atropa belladonna,55125,Wolfskers,0
Electromagnetic hypersensitivity,35395,Elektrohypersensitiviteit,0
The Guardian,105980,The_Guardian_(Britse_krant),0
Anna Freud,53643,Anna_Freud,0
Sodium chromate,19808,Natriumchromaat,0
University,64712,Universiteit,0
Transoxiana,18479,Transoxani%C3%AB,0
Homeostasis,70471,Homeostase_(fysiologie),0
Montelukast,32234,Montelukast,0
Free-electron laser,33267,Vrije-elektronenlaser,0
Joseph Marie Jacquard,27398,Joseph-Marie_Jacquard,0
Pneumothorax,57401,Pneumothorax,0
Cerebral cortex,55234,Hersenschors,0
Heart,114223,Hart,0
Glimepiride,36988,Glimepiride,0
Dextromethorphan,83907,Dextromethorfan,0
Enzyme,67649,Enzym,0
Moritz Kaposi,20834,Moritz_Kaposi,0
Shearing (physics),12985,Afschuiving_(sterkteleer),0
Solution (chemistry),66037,Oplossing_(scheikunde),0
Claude Bernard,41219,Claude_Bernard,0
Psilocin,48031,Psilocine,0
Detection theory,37272,Signaaldetectietheorie,0
Erythromycin,39304,Erytromycine,0
Panchatantra,67880,Pa%C3%B1catantra,0
Propaganda,90149,Propaganda_(communicatie),0
Ibn al-Haytham,112345,Alhazen,0
Transcriptome,42301,Transcriptoom,0
Appeal to nature,22864,Beroep_op_de_natuur,0
Indonesian cuisine,125952,Indonesische_keuken,0
Semipermeable membrane,19105,Semipermeabiliteit,0
Swedish wine,17579,Wijnbouw_in_Zweden,0
Hawaii Five-O (1968 TV series),47375,Hawaii_Five-O,0
Mitragyna speciosa,57634,Mitragyna_speciosa,0
Pneumonia,75114,Longontsteking,0
Afamelanotide,29494,Afamelanotide,0
Bayesian probability,32962,Bayesiaanse_kans,0
Andreas Vesalius,50819,Andreas_Vesalius,0
Capillary,29410,Haarvat,0
Black tea,35436,Zwarte_thee,0
Lymph,23656,Lymfe,0
Obninsk Nuclear Power Plant,21734,Kerncentrale_Obninsk,0
University of Paris,61089,Universiteit_van_Parijs,0
Hour,50684,Uur,0
Predestination in Islam,38704,Kadar,0
Heart failure,91006,Hartfalen,0
Cat,91356,Kat_(dier),0
Akrai,36245,Akrai,0
Solid-state battery,41159,Vastestofbatterij,0
Willis Lamb,24139,Willis_Lamb,0
Rudy Giuliani,162324,Rudy_Giuliani,0
Nauka (publisher),19301,Naoeka_(uitgeverij),0
Interventional radiology,87434,Interventieradiologie,0
Perspiration,33127,Zweten,0
Galactosemia,26206,Galactosemie,0
Rapid eye movement sleep behavior disorder,29595,Remslaapgedragsstoornis,0
Hirudo medicinalis,22141,Medicinale_bloedzuiger,0
Parasympathetic nervous system,41075,Parasympathisch_zenuwstelsel,0
Great Britain,64132,Groot-Brittanni%C3%AB_(eiland),0
Fluorescence,69325,Fluorescentie,0
Potassium-sparing diuretic,20096,Kaliumsparend_diureticum,0
University of Freiburg,62062,Universiteit_van_Freiburg,0
Anatomical terms of location,52185,Anatomische_vaktermen_van_positie,0
Weakness,25530,Asthenie,0
Thessaly,45006,Thessali%C3%AB,0
County of Holland,46565,Graafschap_Holland,0
Carotid artery dissection,21921,Halsslagaderdissectie,0
Romberg's test,21867,Proef_van_Romberg,0
Henry VIII,129594,Hendrik_VIII_van_Engeland,0
Materia medica,34405,Materia_medica,0
European Society of Cardiology,22537,European_Society_of_Cardiology,0
Silybum marianum,24219,Mariadistel,0
Italian War of 1494–1495,43024,Italiaanse_Oorlog_(1494-1498),0
Ulcer (dermatology),25163,Zweer,0
Psychoactive drug,82267,Psychoactief_middel,0
Aflibercept,27971,Aflibercept,0
Cofactor (biochemistry),34015,Cofactor_(biochemie),0
Darier's sign,14292,Teken_van_Darier,0
Lithium nitrate,25156,Lithiumnitraat,0
Actinic keratosis,57173,Keratosis_actinica,0
Topology,47269,Topologie,0
United States Air Force,110392,United_States_Air_Force,0
Chromium(IV) chloride,16803,Chroom(IV)chloride,0
Melbourne,117918,Melbourne,0
Lipid,91021,Lipide,0
Yellow,79340,Geel_(kleur),0
Mathematical optimization,55155,Wiskundige_optimalisatie,0
Master of ceremonies,24883,Ceremoniemeester,0
Fine (penalty),26709,Boete,0
ICD-10,26625,ICD-10,0
Gais,25582,Gais_(Zwitserland),0
Thoracic duct,20108,Ductus_thoracicus,0
Fascia,26814,Fascie_(bindweefsel),0
Emil Leon Post,25359,Emil_Leon_Post,0
Informed consent,56407,Ge%C3%AFnformeerde_toestemming,0
Amphoterism,19305,Amfoteer,0
Gaucher's disease,32368,Ziekte_van_Gaucher,0
Dafydd Williams,69521,Dafydd_Williams,0
Skeletal muscle,77195,Skeletspier,0
Dayananda Saraswati,63635,Dayananda_Saraswati,0
Ventricular natriuretic peptide,31998,Brain_natriuretic_peptide,0
Lead(II) chromate,19146,Lood(II)chromaat,0
Phonophobia,15839,Fonofobie,0
Leber's hereditary optic neuropathy,35032,Lebers_opticusatrofie,0
Air quality index,60776,Luchtkwaliteit,0
Expressive therapies,24379,Vaktherapie,0
Low-alcohol beer,41830,Alcoholvrij_bier,0
COVID-19 testing,132559,COVID-19-diagnostiek,0
Gustaf Dalén,30049,Nils_Gustaf_Dal%C3%A9n,0
Research,65185,Wetenschappelijk_onderzoek,0
Inhalation,22844,Inademing,0
Pitted keratolysis,24088,Putjeskeratolyse,0
Jan Swammerdam,36910,Jan_Swammerdam,0
Granuloma,31140,Granuloom,0
Ruthenium,46616,Ruthenium,0
Brazil,158555,Brazili%C3%AB,0
Streptococcus,46389,Streptokokken,0
Scott Kelly (astronaut),80870,Scott_Kelly,0
Commensurability (philosophy of science),46295,Incommensurabiliteit_(wetenschapsgeschiedenis),0
Suffix,19177,Suffix,0
Luc Montagnier,80807,Luc_Montagnier,0
United Nations Convention Against Illicit Traffic in Narcotic Drugs and Psychotropic Substances,41746,Verdrag_van_de_Verenigde_Naties_tegen_de_sluikhandel_in_verdovende_middelen_en_psychotrope_stoffen,0
Striated muscle tissue,21545,Dwarsgestreept_spierweefsel,0
Anal sex,60065,Anale_seks,0
Sun Simiao,22849,Sun_Simiao,0
Medical glove,23167,Medische_handschoen,0
Interleukin 6,43238,IL-6,0
Scholasticism,71628,Scholastiek,0
South African wine,55146,Wijnbouw_in_Zuid-Afrika,0
Inhalation,22844,Inademing,0
Kidney stone disease,84937,Niersteen,0
Heart (disambiguation),13569,Heart,0
Satureja,26177,Bonenkruid,0
Islamic philosophy,117705,Arabische_filosofie,0
Heart rate,71405,Hartslag,0
Diving suit,73006,Duikpak,0
Hermetica,61740,Hermetica,0
Angiogenesis inhibitor,27683,Angiogeneseremmer,0
Mass fraction (chemistry),19580,Massafractie,0
Robert Thirsk,62330,Robert_Thirsk,0
Bronchus,26949,Luchtpijpvertakking,0
Coagulation,50773,Bloedstolling,0
Apocynaceae,34360,Maagdenpalmfamilie,0
Drop (liquid),27260,Druppel,0
Shooting sports,77456,Schietsport,0
Lithium aluminium hydride,33974,Lithiumaluminiumhydride,0
Amlodipine,44068,Amlodipine,0
Critical infrastructure,26378,Vitale_infrastructuur,0
Skin cancer,46176,Huidkanker,0
Albert Ellis,63720,Albert_Ellis,0
Blood cell,20620,Bloedcel,0
Eating disorder,115092,Eetstoornis,0
You'll Never Walk Alone,51899,You%27ll_Never_Walk_Alone,0
First aid,82891,Eerste_hulp_bij_ongevallen,0
Studio 54,57405,Studio_54,0
"46,XX/46,XY",20425,"46,XY",0
Guṇa,41296,Guna_(hindoe%C3%AFsme),0
Lhermitte's sign,16941,Teken_van_Lhermitte,0
Muscle contraction,55117,Spiercontractie,0
Germanium,53083,Germanium,0
Dietary supplement,63034,Voedingssupplement,0
Balanitis,19295,Balanitis,0
Bravais lattice,33004,Bravaistralie,0
Brain tumor,63985,Hersentumor,0
Cinnamomum camphora,30710,Kamferboom,0
Human capital,50791,Menselijk_kapitaal,0
Cardiac glycoside,24211,Hartglycosiden,0
Organic chemistry,52166,Organische_chemie,0
Calorie,22369,Calorie,0
Marsilio Ficino,52624,Marsilio_Ficino,0
Ammonia,105847,Ammoniak,0
Aneurin Bevan,83668,Aneurin_Bevan,0
Myosin,36372,Myosine,0
Dissociation (chemistry),23357,Dissociatie_(scheikunde),0
Kyphoscoliosis,25867,Kyfoscoliose,0
Asphyxia,66293,Verstikking,0
Neidan,37468,Neidan,0
Sonoluminescence,30810,Sonoluminescentie,0
Glycated hemoglobin,37025,HbA1c,0
Mai Tai,23492,Mai_Tai_(cocktail),0
Blastocyst,28658,Blastocyste,0
Durga,70566,Durga,0
Casino Royale (2006 film),69591,Casino_Royale_(2006),0
Haloperidol,82502,Haloperidol,0
University of Minnesota,84077,Universiteit_van_Minnesota,0
Fortified wine,31782,Versterkte_wijn,0
Panic disorder,59127,Paniekstoornis,0
Hepatitis C,67785,Hepatitis_C,0
Shark,113299,Haaien,0
Racemic mixture,23382,Racemaat,0
John O'Keefe (neuroscientist),31157,John_O%27Keefe,0
Thyroid hormones,41835,Schildklierhormonen,0
Angiogenesis,41440,Angiogenese,0
Poison,40743,Vergif,0
Hair removal,52165,Ontharen,0
Cerebellum,80854,Kleine_hersenen,0
Missionary,76530,Missionaris,0
Well,50451,Waterput,0
Dysprosium(III) chloride,20269,Dysprosium(III)chloride,0
Ephedra (plant),27968,Ephedra,0
Galen,89013,Claudius_Galenus,0
Electrolyte,32027,Elektrolyt,0
Robert Edwards (physiologist),30603,Robert_Edwards_(fysioloog),0
Equivalent (chemistry),12114,Val_(eenheid),0
Business,53095,Bedrijf,0
Saxony,72261,Saksen_(deelstaat),0
United Nations Conference on Sustainable Development,41315,VN-conferentie_inzake_Duurzame_Ontwikkeling,0
Bone fracture,44557,Botbreuk,0
Period 5 element,49425,Periode-5-element,0
Freddie Mercury,98450,Freddie_Mercury,0
Saccharomyces,17455,Saccharomyces,0
Myc,38837,Myc,0
Sedative,33042,Sedativum,0
White blood cell,39957,Witte_bloedcel,0
Insulin-like growth factor,29616,Insuline-achtige_groeifactor,0
Kidney disease,27774,Nierziekte,0
Synthetic biology,76725,Synthetische_biologie,0
Herpes labialis,37226,Koortslip,0
Liver failure,21185,Leverinsuffici%C3%ABntie,0
Sparkling wine,66168,Mousserende_wijn,0
Aquifer,42772,Aquifer,0
Angiotensin II receptor blocker,40461,Angiotensine_II-receptorantagonisten,0
Calcifediol,26807,Calcidiol,0
Inferior vena cava,20833,Vena_cava_inferior,0
Ricardo Montalbán,49403,Ricardo_Montalb%C3%A1n,0
Nondestructive testing,80153,Niet-destructief_onderzoek,0
Hypophyseal portal system,24338,Hypofysepoortader,0
Hives,48151,Netelroos,0
Intention,79519,Intentie,0
Aristotle,177638,Aristoteles,0
Serotonin–norepinephrine reuptake inhibitor,65696,SNRI,0
Lithium tetrafluoroborate,20604,Lithiumtetrafluorboraat,0
Active site,47607,Actief_centrum_(biochemie),0
Intravenous therapy,54532,Infuus,0
Verbena,30111,Verbena,0
Clobazam,37962,Clobazam,0
Screwdriver (cocktail),14365,Screwdriver,0
Tamsulosin,29255,Tamsulosine,0
Anatomical terms of location,52185,Anatomische_vaktermen_van_positie,0
President of the United States,121770,President_van_de_Verenigde_Staten,0
Centers for Disease Control and Prevention,69656,Centers_for_Disease_Control_and_Prevention,0
Hawaii,137865,Hawa%C3%AF,0
Henri Poincaré,94794,Henri_Poincar%C3%A9,0
Frederick Reines,52442,Frederick_Reines,0
Trifolium repens,25703,Witte_klaver,0
Electric potential,35872,Elektrische_potentiaal,0
Edema,34792,Oedeem,0
Martha Roby,37722,Martha_Roby,0
Feng shui,76869,Feng_shui,0
Magnetic resonance imaging,64523,Magnetic_resonance_imaging,0
Phalanx,49987,Falanx,0
Pulmonary circulation,67859,Kleine_bloedsomloop,0
Carcinoma in situ,18351,Carcinoma_in_situ,0
Epirus (ancient state),42219,Epirus_(staat),0
Wasabi,40639,Eutrema_japonicum,0
Anemia,60501,Bloedarmoede,0
Western Australia,68417,West-Australi%C3%AB,0
Burn,62870,Brandwond,0
Volkmann's contracture,17294,Contractuur_van_Volkmann,0
Dietary supplement,63188,Voedingssupplement,0
Wuxing (Chinese philosophy),40728,Wu_Xing,0
Vanderbilt University,93715,Vanderbilt_University,0
Odor,56754,Geur,0
John Robert Schrieffer,31861,Robert_Schrieffer,0
Catheter ablation,19386,Katheterablatie,0
Heart failure,91042,Hartfalen,0
Korsakoff syndrome,27097,Syndroom_van_Korsakov,0
Resuscitative thoracotomy,18806,Resuscitatieve_thoracotomie,0
International Chemical Identifier,29441,International_Chemical_Identifier,0
Metaphysics,100457,Metafysica,0
Predation,74627,Predatie,0
Emil Theodor Kocher,47692,Emil_Theodor_Kocher,0
Organic compound,31261,Organische_verbinding,0
Glycolonitrile,20859,Glycolnitril,0
Brain abscess,25886,Hersenabces,0
iPhone,128165,IPhone,0
Streptococcus,46238,Streptokokken,0
Hexanol,10447,Hexanol,0
Hugo Theorell,22757,Hugo_Theorell,0
Mycophenolic acid,32091,Mycofenolzuur,0
Lithium perchlorate,22606,Lithiumperchloraat,0
Arteriosclerosis,23139,Arteriosclerose,0
Liver cancer,43872,Leverkanker,0
Photodermatitis,18072,Fotocontactallergie,0
Old World monkey,37500,Apen_van_de_Oude_Wereld,0
Osteosarcoma,32492,Osteosarcoom,0
Cervical vertebrae,31068,Halswervel,0
Vitamin B12,74994,Vitamine_B12,0
Fenugreek,29717,Fenegriek,0
Wernicke encephalopathy,34845,Syndroom_van_Wernicke,0
Local anesthetic,58152,Lokale_anesthetica,0
Denmark,139452,Denemarken,0
Euler equations (fluid dynamics),108825,Stromingsvergelijkingen_van_Euler,0
Skipping rope,29220,Touwtjespringen,0
Trypanosoma brucei,51572,Trypanosoma_brucei,0
Bile,24881,Gal_(stof),0
Nemaline myopathy,36531,Nemaline_myopathie,0
Substituted tryptamine,59526,Tryptamine_(stofklasse),0
Pharmacy,65831,Farmacie,0
Dihydroxyacetone,33803,Dihydroxyaceton,0
Nihilism,79947,Nihilisme_(filosofie),0
Fomite,23097,Fomiet,0
Small-cell carcinoma,38357,Kleincellig_carcinoom,0
Protein biosynthesis,46120,Eiwitsynthese,0
Gonadotropin-releasing hormone,40859,Gonadotropin-releasing_hormone,0
Latvian language,50981,Lets,0
Baby colic,27235,Huilbaby,0
Creation science,89549,Scheppingswetenschap,0
Pretzel,42036,Pretzel,0
Monocyte,28055,Monocyt,0
Growth hormone deficiency,30766,Groeihormoondefici%C3%ABntie,0
Dismemberment,34024,Vierendeling,0
Cardiac muscle,39411,Hartspier,0
Electronic data capture,16113,Datacaptatie,0
Carbachol,29075,Carbachol,0
G protein-coupled receptor,67381,G-prote%C3%AFnegekoppelde_receptor,0
International Labour Organization,90290,Internationale_Arbeidsorganisatie,0
Injury,27044,Verwonding,0
Genus,31285,Geslacht_(biologie),0
Anabolic steroid,131847,Anabole_stero%C3%AFden,0
Epithelium,41782,Epitheel,0
Epistemology,123301,Kennistheorie,0
Cyanogen bromide,30252,Cyanogeenbromide,0
X-ray,83829,R%C3%B6ntgenstraling,0
Bouncer,67356,Uitsmijter_(beroep),0
Agouti-related peptide,28413,Agouti-related_peptide,0
Methylphenidate,88303,Methylfenidaat,0
Sarcomere,24893,Sarcomeer,0
Simon van der Meer,25423,Simon_van_der_Meer,0
Traditionalist School (perennialism),28422,Traditionalistische_school_(perennialisme),0
Professional degrees of public health,29523,Master_of_Public_Health,0
Prototype,39503,Prototype,0
Five stages of grief,22548,Rouwverwerking,0
Transferase,47734,Transferase,0
Froth flotation,58372,Flotatie,0
Internal carotid artery,30873,Arteria_carotis_interna,0
COVID-19 pandemic in the United States,140745,Coronacrisis_in_de_Verenigde_Staten,0
Acid,55167,Zuur_(scheikunde),0
Monitor lizard,38876,Varanus,0
Natural language,19574,Natuurlijke_taal,0
Dipotassium phosphate,19277,Kaliumwaterstoffosfaat,0
Quantum entanglement,81748,Kwantumverstrengeling,0
Taoism,101947,Tao%C3%AFsme,0
Geriatric psychiatry,21594,Psychogeriatrie,0
Aether (classical element),26033,Ether_(klassiek_element),0
Firocoxib,24052,Firocoxib,0
Cytomegalovirus,32422,Cytomegalovirus,0
Robin Warren,25003,Robin_Warren,0
Stroke volume,20065,Slagvolume,0
HIV Drug Resistance Database,15796,HIV_Drug_Resistance_Database,0
Mouthwash,48427,Mondwater,0
Vegetable,47288,Groente,0
Moxibustion,29387,Moxibustie,0
Nerve,42367,Zenuw,0
Dialysis (chemistry),28835,Dialyse_(biochemie),0
Shirley Temple (drink),15314,Shirley_Temple_(cocktail),0
Louis Harold Gray,19177,Louis_Harold_Gray,0
