source,wiki_sanity_source,target,wiki_sanity_target
Papaver,35071,Pavot,0
Relative risk,28210,Risque_relatif,0
Expanded access,23104,Autorisation_temporaire_d%27utilisation,0
Hydroxyprogesterone caproate,71678,Hydroxyprogest%C3%A9rone_caproate,0
Rotenone,44827,Rot%C3%A9none,0
RNA editing,40249,%C3%89dition_(biologie),0
Splenic vein,16489,Veine_spl%C3%A9nique,0
Allied health professions,27954,M%C3%A9tiers_du_param%C3%A9dical,0
TRAIL,28451,TRAIL,0
Transcription factor,59862,Facteur_de_transcription,0
Clayton Anderson,60415,Clayton_Anderson,0
Beta sheet,32233,Feuillet_b%C3%AAta,0
Piriformis muscle,25561,Muscle_piriforme,0
Felodipine,31503,F%C3%A9lodipine,0
Lithium tantalate,21225,Tantalate_de_lithium,0
Hagen–Poiseuille equation,53060,%C3%89coulement_de_Poiseuille,0
Civitas,16231,Civitas,0
Bronchodilator,26997,Bronchodilatateur,0
Osteoclast,31147,Ost%C3%A9oclaste,0
Havana syndrome,76861,Syndrome_de_La_Havane,0
Antiviral drug,59912,Antiviral,0
Monte Carlo algorithm,17762,Algorithme_de_Monte-Carlo,0
Terrestrial gamma-ray flash,22962,Flash_de_rayons_gamma_terrestres,0
GJA1,30064,Connexine_43,0
Preimplantation genetic diagnosis,81369,Diagnostic_pr%C3%A9implantatoire,0
Tachycardia,34808,Tachycardie,0
Muqatil ibn Sulayman,35394,Muqatil_ibn_Sulayman,0
Nuclear fuel,65700,Combustible_nucl%C3%A9aire,0
Sita,55597,S%C4%ABt%C4%81,0
Religious Sisters of Charity,22575,S%C5%93urs_de_la_charit%C3%A9_d%27Irlande,0
Sodium stearate,12487,St%C3%A9arate_de_sodium,0
Constantinople,102457,Constantinople,0
Tritium,58338,Tritium,0
Group (periodic table),23977,Groupe_du_tableau_p%C3%A9riodique,0
Quetiapine,94894,Qu%C3%A9tiapine,0
Taurine,35637,Taurine,0
Afatinib,33830,Afatinib,0
Cadherin,34757,Cadh%C3%A9rine,0
Blood–brain barrier,28941,Barri%C3%A8re_h%C3%A9mato-enc%C3%A9phalique,0
Shanghan Lun,18306,Shanghan_Lun,0
Electrical network,31581,Circuit_%C3%A9lectrique,0
President of the United States,121759,Pr%C3%A9sident_des_%C3%89tats-Unis,0
Wikisource,36858,Wikisource,0
Rapid sequence induction,32294,Intubation_en_s%C3%A9quence_rapide,0
Pyroelectric fusion,20153,Fusion_pyro%C3%A9lectrique,0
Coefficient of determination,49194,Coefficient_de_d%C3%A9termination,0
Capillary refill,13645,Remplissage_capillaire,0
Christoph Meiners,28884,Christoph_Meiners,0
Aggression,90709,Agression,0
Dendrotoxin,35767,Dendrotoxine,0
Solvent,46840,Solvant,0
Diamond–Blackfan anemia,23687,An%C3%A9mie_de_Blackfan-Diamond,0
KIF5B,22811,KIF5B,0
Dysautonomia,28945,Dystonie_neurov%C3%A9g%C3%A9tative,0
Nerve growth factor,37227,Facteur_de_croissance_nerveuse,0
Pharynx,37423,Pharynx,0
Vagal tone,18235,Tonus_vagal,0
André Michel Lwoff,23984,Andr%C3%A9_Lwoff,0
Genetic counseling,58488,Conseil_g%C3%A9n%C3%A9tique,0
Vin Mariani,22286,Vin_Mariani,0
University of Chicago,88978,Universit%C3%A9_de_Chicago,0
Translation (biology),41254,Traduction_g%C3%A9n%C3%A9tique,0
Liqueur,25108,Liqueur,0
NFPA 704,21517,NFPA_704,0
PTGS1,33691,Cyclooxyg%C3%A9nase_1,0
Etidronic acid,18830,Acide_%C3%A9tidronique,0
PLOS One,30746,PLOS_One,0
First Opium War,159574,Premi%C3%A8re_guerre_de_l%27opium,0
Wound,30573,Plaie,0
Creighton Model FertilityCare System,19425,FertilityCare,0
James Rainwater,33112,James_Rainwater,0
Henry Wellcome,29810,Henry_Wellcome,0
Thromboxane A2,23046,Thromboxane_A2,0
Exercitatio Anatomica de Motu Cordis et Sanguinis in Animalibus,21933,Exercitatio_Anatomica_de_Motu_Cordis_et_Sanguinis_in_Animalibus,0
Calculator,69348,Calculatrice,0
Medicine,79489,M%C3%A9decine,0
List of Nobel laureates by university affiliation,65873,Liste_des_laur%C3%A9ats_du_prix_Nobel_par_universit%C3%A9,0
Bird anatomy,65360,Anatomie_des_oiseaux,0
Acupuncture,125557,Acupuncture,0
Ruta graveolens,36554,Ruta_graveolens,0
Armenian Americans,95918,Arm%C3%A9no-Am%C3%A9ricains,0
Sodium orthosilicate,12697,Orthosilicate_de_sodium,0
Parsing,44200,Analyse_syntaxique,0
Diabetic coma,23458,Coma_diab%C3%A9tique,0
Demarcation problem,43702,Probl%C3%A8me_de_la_d%C3%A9marcation,0
Leucine,28574,Leucine,0
Qiyas,36882,Qiy%C3%A2s,0
Juice,33498,Jus,0
Columbo,61995,Columbo,0
Vienna,120932,Vienne_(Autriche),0
Mydriasis,24639,Mydriase,0
Clover,31721,Tr%C3%A8fle,0
Leukopenia,20296,Leucop%C3%A9nie,0
Carcinogen,42526,Canc%C3%A9rog%C3%A8ne,0
Ureterostomy,21666,Ur%C3%A9t%C3%A9rostomie,0
Feni (liquor),40370,Fenny,0
Appetite,21285,App%C3%A9tit,0
Egg binding,14872,R%C3%A9tention_d%27%C5%93uf,0
Simone Melchior,53013,Simone_Melchior,0
Exhalation,27417,Expiration_pulmonaire,0
Melanocyte-stimulating hormone,24491,Hormone_m%C3%A9lanotrope,0
List of domesticated animals,93178,Liste_des_animaux_d%27%C3%A9levage,0
Oral and maxillofacial surgery,47421,Chirurgie_maxillofaciale,0
Micafungin,21671,Micafungine,0
Aspartic acid,36925,Acide_aspartique,0
Isometric exercise,26308,Exercice_isom%C3%A9trique,0
Health informatics,101636,Informatique_m%C3%A9dicale,0
Alkalosis,20661,Alcalose,0
Neurosteroid,32533,St%C3%A9ro%C3%AFde_neuroactif,0
International Statistical Institute,23145,Institut_international_de_statistique,0
Electrocardiography,77438,%C3%89lectrocardiographie,0
Al-Zamakhshari,39725,Al-Zamakhshari,0
Pnictogen,43365,Pnictog%C3%A8ne,0
Venturi mask,13296,Masque_Venturi,0
Pneumothorax,57218,Pneumothorax,0
Legume,37393,L%C3%A9gume_sec,0
Radiation hardening,48094,Durcissement_(%C3%A9lectronique),0
Antibody-drug conjugate,22637,Conjugu%C3%A9_anticorps-m%C3%A9dicament,0
Mesothelioma,73581,M%C3%A9soth%C3%A9liome,0
X-linked recessive inheritance,24961,Transmission_r%C3%A9cessive_li%C3%A9e_%C3%A0_l%27X,0
List of bacterial vaginosis microbiota,27677,Microbiote_typique_des_vaginoses_bact%C3%A9riennes,0
Coffee,114499,Caf%C3%A9,0
Interleukin 17,34082,Interleukine_17,0
Wilson's disease,44787,Maladie_de_Wilson,0
Sodium/glucose cotransporter 2,26581,SGLT2,0
Receiver operating characteristic,66407,Courbe_ROC,0
Scanning electron microscope,61497,Microscopie_%C3%A9lectronique_%C3%A0_balayage,0
Action potential,110999,Potentiel_d%27action,0
Paranormal,62373,Paranormal,0
Endurance,16708,Endurance,0
Diatom,84691,Bacillariophyta,0
Biophysical environment,17853,Environnement_biophysique,0
Hypovolemia,26284,Hypovol%C3%A9mie,0
Psychiatrist,29648,Psychiatre,0
Lithium,86926,Lithium,0
Stereocenter,21043,Centre_st%C3%A9r%C3%A9og%C3%A8ne,0
Decoction,19976,D%C3%A9coction,0
DNA virus,36615,Virus_%C3%A0_ADN,0
Statin,62812,Statine,0
Charles Pickering (naturalist),23850,Charles_Pickering,0
Lisbon Academy of Sciences,19046,Acad%C3%A9mie_des_sciences_de_Lisbonne,0
Jupiter (mythology),108910,Jupiter_(mythologie),0
Laxative,32185,Laxatif,0
Glucose,84032,Glucose,0
Moroccan literature,43398,Litt%C3%A9rature_marocaine,0
Hylomorphism,34212,Hyl%C3%A9morphisme,0
Erythromelalgia,48025,%C3%89rythrom%C3%A9lalgie,0
HIV/AIDS in Europe,38048,Sida_en_Europe,0
Hyperviscosity syndrome,15884,Syndrome_d%27hyperviscosit%C3%A9,0
Electrolyte,32726,%C3%89lectrolyte,0
Filgotinib,34534,Filgotinib,0
Marc Chagall,124943,Marc_Chagall,0
"Tus, Iran",26311,Tous_(Iran),0
Tellurium tetrachloride,20044,T%C3%A9trachlorure_de_tellure,0
Heidelberg University,88585,Universit%C3%A9_de_Heidelberg,0
Overmedication,22856,Surconsommation_de_m%C3%A9dicaments,0
Korsakoff syndrome,27306,Syndrome_de_Korsakoff,0
Caesar (cocktail),25892,C%C3%A9sar_(cocktail),0
Arachnid,39629,Arachnida,0
Thalidomide,59370,Thalidomide,0
Risus sardonicus,10854,Rire_sardonique,0
Allodynia,22741,Allodynie,0
Adelaide,108214,Ad%C3%A9la%C3%AFde_(Australie),0
Medical Journal of Australia,15899,The_Medical_Journal_of_Australia,0
Fall of the Western Roman Empire,132735,D%C3%A9clin_de_l%27Empire_romain_d%27Occident,0
Seborrheic keratosis,27709,K%C3%A9ratose_s%C3%A9borrh%C3%A9ique,0
Hypertrophic osteoarthropathy,18134,Ost%C3%A9oarthropathie_hypertrophiante_pneumique,0
Muscle relaxant,33874,Myorelaxant,0
Opioid epidemic,37292,Crise_des_opio%C3%AFdes,0
ATC code D03,14735,Classe_ATC_D03,0
Chills,18148,Frissonnement,0
Clinical trial,87104,Essai_clinique,0
Eschatology,98385,Eschatologie,0
Medical tourism,62879,Tourisme_m%C3%A9dical,0
Alexis Carrel,56817,Alexis_Carrel,0
Sacrum,33302,Sacrum,0
Cambridge,83602,Cambridge,0
Amniotic fluid,24486,Liquide_amniotique,0
Body dysmorphic disorder,29320,Dysmorphophobie,0
Potassium hexachloroplatinate,19814,Hexachloroplatinate_de_potassium,0
Callus,31430,Cal_(m%C3%A9decine),0
Subcutaneous injection,28130,Injection_sous-cutan%C3%A9e,0
Margaret Rule,57083,Margaret_Rule,0
Defensin,28472,D%C3%A9fensine,0
Amoebic liver abscess,19521,Abc%C3%A8s_h%C3%A9patique_amibien,0
Ctenophora,72956,Ctenophora,0
Triceps,25317,Muscle_triceps_brachial,0
UniProt,28055,UniProt,0
Structural Classification of Proteins database,27708,SCOP_(base_de_donn%C3%A9es),0
Laurium,25066,L%C3%A1vrio,0
Neurofilament,32094,Neurofilament,0
Diving cylinder,171578,Bouteille_de_plong%C3%A9e,0
Humanities,73921,Lettres_(culture),0
Lyme disease,114004,Maladie_de_Lyme,0
John Locke,106857,John_Locke,0
EA-3167,35347,EA-3167,0
Electrocardiography,77581,%C3%89lectrocardiographie,0
Flavonoid,37235,Flavono%C3%AFde,0
Hydrogenation,42708,Hydrog%C3%A9nation,0
Testicle,52538,Testicule,0
Systematic review,62245,Revue_syst%C3%A9matique,0
Electronvolt,29241,%C3%89lectronvolt,0
Beta blocker,54569,B%C3%AAta-bloquant,0
Bicuspid aortic valve,26415,Bicuspidie_valvulaire_aortique,0
Otto Heinrich Warburg,44962,Otto_Heinrich_Warburg,0
Fauna Europaea,12867,Fauna_Europaea,0
Fritz Schaudinn,21613,Fritz_Schaudinn,0
Semustine,27788,S%C3%A9mustine,0
Propyne,29019,Propyne,0
Pearl hunting,72212,P%C3%AAche_%C3%A0_la_perle,0
Taenia solium,34177,Taenia_solium,0
Health professional,46645,M%C3%A9tiers_de_la_sant%C3%A9,0
Pharmacokinetics,53720,Pharmacocin%C3%A9tique,0
Triadin,20784,Triadine,0
ATC code M,22482,Classe_ATC_M,0
Mount Sinai Hospital (Manhattan),40994,H%C3%B4pital_Mont_Sina%C3%AF_(New_York),0
Data processing,18629,Traitement_de_donn%C3%A9es,0
Metandienone,47286,M%C3%A9thandrost%C3%A9nolone,0
Ropivacaine,19589,Ropivaca%C3%AFne,0
Paracrine signaling,38858,Paracrine,0
Renal vein,19840,Veine_r%C3%A9nale,0
Environmental health,40464,Sant%C3%A9-environnement,0
Trans fat,79868,Acide_gras_trans,0
Systemic inflammatory response syndrome,23595,Syndrome_de_r%C3%A9ponse_inflammatoire_syst%C3%A9mique,0
North America,115968,Am%C3%A9rique_du_Nord,0
Lithium battery,43755,Pile_au_lithium,0
Adaptive optics,31050,Optique_adaptative,0
Nazi Germany,211449,Troisi%C3%A8me_Reich,0
Prostaglandin,35785,Prostaglandine,0
Organomegaly,17617,Organom%C3%A9galie,0
Babylonian mathematics,27596,Math%C3%A9matiques_m%C3%A9sopotamiennes,0
Relative atomic mass,28060,Masse_atomique_relative,0
Strato of Lampsacus,32625,Straton_de_Lampsaque,0
Hepatic veno-occlusive disease,23972,Maladie_veino-occlusive_h%C3%A9patique,0
Antibody-dependent cellular cytotoxicity,23735,Cytotoxicit%C3%A9_%C3%A0_m%C3%A9diation_cellulaire_d%C3%A9pendante_des_anticorps,0
League of Corinth,29300,Ligue_de_Corinthe,0
Coagulation factor VII,31000,Proconvertine,0
Solubility,89944,Solubilit%C3%A9,0
Solvation,28680,Solvatation,0
The Coca-Cola Company,66822,The_Coca-Cola_Company,0
John Freind (physician),18794,John_Freind,0
Turkish wine,24329,Viticulture_en_Turquie,0
Pemphigus,34787,Pemphigus,0
Phenanthridine,12420,Ph%C3%A9nanthridine,0
Palestine (region),120238,Palestine_(r%C3%A9gion),0
Lung,78370,Poumon,0
Gold standard (disambiguation),10749,Gold_standard,0
Family (biology),20669,Famille_(biologie),0
Lead(II) acetate,27948,Ac%C3%A9tate_de_plomb(II),0
Pervasive developmental disorder,29444,Trouble_envahissant_du_d%C3%A9veloppement,0
Hospital,64086,H%C3%B4pital,0
Nitrogen narcosis,77693,Narcose_%C3%A0_l%27azote,0
High-intensity interval training,33338,Entra%C3%AEnement_fractionn%C3%A9_de_haute_intensit%C3%A9,0
Lithium triborate,18361,Triborate_de_lithium,0
Aortic stenosis,48939,St%C3%A9nose_aortique,0
Utrecht,70814,Utrecht,0
Verbosity,23883,Verbiage,0
Resonance,74686,R%C3%A9sonance,0
East Asia,78943,Asie_de_l%27Est,0
Interferon,50179,Interf%C3%A9ron,0
Heavy metals,127866,%C3%89l%C3%A9ment-trace_m%C3%A9tallique,0
Superficial epigastric artery,17624,Art%C3%A8re_%C3%A9pigastrique_superficielle,0
Marsupial,65277,Marsupialia,0
Software patent,58922,Brevet_logiciel,0
Neglect,18811,N%C3%A9gligence_(abus),0
Obsessive–compulsive disorder,91218,Trouble_obsessionnel_compulsif,0
Actuarial notation,31692,Notations_actuarielles_internationales,0
Hugh Bradner,60558,Hugh_Bradner,0
Sensitivity and specificity,47223,Sensibilit%C3%A9_et_sp%C3%A9cificit%C3%A9,0
Delusion,48218,D%C3%A9lire,0
Morning sickness,25299,Naus%C3%A9e_matinale,0
Synaptic vesicle,33953,V%C3%A9sicule_synaptique,0
American Horror Story,110210,American_Horror_Story,0
Elbow,52652,Coude,0
Intensive care unit,35908,Unit%C3%A9_de_soins_intensifs,0
Organ pipe,29030,Tuyau_d%27orgue,0
Thymosin,16923,Thymosine,0
Organ (biology),30217,Organe,0
Potassium thiocyanate,18792,Thiocyanate_de_potassium,0
Max Vasmer,17120,Max_Vasmer,0
Camagüey,35197,Camag%C3%BCey,0
Sexually transmitted infections in the pornography industry,31982,Infections_sexuellement_transmissibles_dans_l%27industrie_de_la_pornographie,0
Metatarsalgia,19245,M%C3%A9tatarsalgie,0
Chicken,66528,Gallus_gallus_domesticus,0
Sodium cyanide,26719,Cyanure_de_sodium,0
Ocean current,78119,Courant_marin,0
Shock (circulatory),45594,%C3%89tat_de_choc_circulatoire,0
Wollastonite,27830,Wollastonite,0
Lung,78380,Poumon,0
Aitareya Upanishad,32544,Aitareya_Upanishad,0
Royal College of Physicians,40864,Royal_College_of_Physicians,0
Zinc pyrithione,21531,Pyrithione_de_zinc,0
De Gradibus,20053,De_gradibus_(Al-Kindi),0
Dopaminergic pathways,25919,Voies_dopaminergiques,0
Superior costal facet,17464,Facette_costale_sup%C3%A9rieure,0
Graphene,212943,Graph%C3%A8ne,0
Debye,12822,Debye_(unit%C3%A9),0
Pseudoscience,97969,Pseudoscience,0
Vending machine,40228,Distribution_automatique,0
Glycoside,28259,H%C3%A9t%C3%A9roside,0
Chloralose,29459,Chloralose,0
Michelada,20120,Michelada,0
Tetanus,45339,T%C3%A9tanos,0
Cholesterol,75035,Cholest%C3%A9rol,0
Alkyl nitrites,21609,Nitrite_d%27alkyle,0
Yellow-tail,18107,Euproctis_similis,0
Nanotechnology,69590,Nanotechnologie,0
Asterixis,17138,Ast%C3%A9rixis,0
Charité,31461,H%C3%B4pital_universitaire_de_la_Charit%C3%A9_de_Berlin,0
World Health Organization,122518,Organisation_mondiale_de_la_sant%C3%A9,0
Charles Gabriel Seligman,27332,Charles_Gabriel_Seligman,0
National Institute of Standards and Technology,47027,National_Institute_of_Standards_and_Technology,0
Acetone,57638,Ac%C3%A9tone,0
Public intoxication,31012,Ivresse_publique_et_manifeste_en_France,0
Pennsylvania Avenue,38102,Pennsylvania_Avenue,0
Intention,80183,Intention,0
Pediatric surgery,22158,Chirurgie_p%C3%A9diatrique,0
Pub,86462,Pub_(%C3%A9tablissement),0
Elder abuse,42512,Maltraitance_des_personnes_%C3%A2g%C3%A9es,0
Watch,75952,Montre_(horlogerie),0
Intracranial pressure,32997,Hypertension_intracr%C3%A2nienne,0
Cyclic adenosine monophosphate,31039,Ad%C3%A9nosine_monophosphate_cyclique,0
Kendall rank correlation coefficient,36609,Tau_de_Kendall,0
Emtricitabine,26892,Emtricitabine,0
Isoconazole,17957,Isoconazole,0
Eugène Canseliet,18827,Eug%C3%A8ne_Canseliet,0
Ultra low frequency,23106,Ultra_basse_fr%C3%A9quence,0
McGraw Hill Education,28403,McGraw-Hill_Education,0
Siderosis,19485,Sid%C3%A9rose_(maladie),0
Hermann Göring,120123,Hermann_G%C3%B6ring,0
Ahnentafel,44909,Num%C3%A9rotation_de_Sosa-Stradonitz,0
Atomic orbital,84392,Orbitale_atomique,0
Esmirtazapine,51137,Esmirtazapine,0
The Race Question,33830,La_Question_des_races,0
Absorbed dose,30006,Dose_absorb%C3%A9e,0
Ketoacidosis,21138,Acidoc%C3%A9tose,0
Anode,30363,Anode,0
Cardiac tamponade,31437,Tamponnade_cardiaque,0
Cymarin,15977,Cymarine,0
Abbott Laboratories,50262,Abbott_(entreprise),0
Dysbindin,18487,Dysbindine,0
Vasopressin receptor 1A,38127,G%C3%A8ne_Avpr1,0
Seaside resort,63464,Station_baln%C3%A9aire,0
Mitogen-activated protein kinase,48075,MAP_kinases,0
Exposure therapy,31638,Exposition_(psychologie),0
Emma Walmsley,20386,Emma_Walmsley,0
Jacques-René Tenon,18742,Jacques_Tenon,0
Drug withdrawal,25065,Sevrage_(toxicologie),0
Phyllanthus emblica,17932,Phyllanthus_emblica,0
Kos,47477,Kos_(Dod%C3%A9can%C3%A8se),0
Hyaline cartilage,19277,Cartilage_hyalin,0
Nasal spray,21857,Spray_nasal,0
Thanatosensitivity,19789,Thanatosensitivit%C3%A9,0
Adverse drug reaction,29993,%C3%89v%C3%A9nement_ind%C3%A9sirable_m%C3%A9dicamenteux,0
Trinidad and Tobago,131393,Trinit%C3%A9-et-Tobago,0
Republic of Ireland,132056,Irlande_(pays),0
Tetany,19868,T%C3%A9tanie,0
Al-Tha'alibi,31146,Abu_Mansur_al-Tha%27alibi,0
Valdecoxib,34067,Vald%C3%A9coxib,0
Lead(II) fluoride,18973,Fluorure_de_plomb(II),0
Blood pressure,51151,Pression_art%C3%A9rielle,0
Bunsen cell,15948,Pile_%C3%A9lectrique#Piles_à_dépolarisation,0
Epilepsy,86537,%C3%89pilepsie,0
Palpation,25744,Palpation_(m%C3%A9decine),0
Influenza,98730,Grippe,0
Arrhythmia,47197,Trouble_du_rythme_cardiaque,0
Transcortin,40516,Transcortine,0
Christoph Wilhelm Hufeland,36938,Christoph_Wilhelm_Hufeland,0
Route of administration,37888,Voie_d%27administration,0
Arecoline,35912,Ar%C3%A9coline,0
Parviz Shahbazi,19150,Parviz_Shahbazi,0
European Medicines Agency,47817,Agence_europ%C3%A9enne_des_m%C3%A9dicaments,0
Coconut oil,35833,Huile_de_coco,0
Calvados,33786,Calvados_(eau-de-vie),0
Halophyte,21078,Halophyte,0
Transducin,26254,Transducine,0
Boiling point,32705,Point_d%27%C3%A9bullition,0
Auriculotherapy,26851,Auriculoth%C3%A9rapie,0
Micrograph,21819,Photomicrographie,0
Pontifical Gregorian University,36905,Universit%C3%A9_pontificale_gr%C3%A9gorienne,0
Rize,30601,Rize,0
Folkestone,60690,Folkestone,0
Francisco Ferreras,58074,Francisco_Ferreras,0
Regression analysis,69862,R%C3%A9gression_(statistiques),0
Ardem Patapoutian,31605,Ardem_Patapoutian,0
Belgium,118408,Belgique,0
Aging of wine,38827,Vieillissement_du_vin,0
Fissile material,25682,Isotope_fissile,0
"Anne, Queen of Great Britain",82554,Anne_(reine_de_Grande-Bretagne),0
Transport,69738,Transport,0
Johann Heinrich Lambert,30949,Jean-Henri_Lambert,0
Akka Mahadevi,31748,Mahadeviyakka,0
Norethisterone,92073,Nor%C3%A9thist%C3%A9rone,0
Depreciation,42709,Amortissement_comptable,0
Obesity,102328,Ob%C3%A9sit%C3%A9,0
Judeo-Christian,25182,Jud%C3%A9o-chr%C3%A9tien,0
AMPA receptor,43867,R%C3%A9cepteur_AMPA,0
AP5,23167,Acide_2-amino-5-phosphonoval%C3%A9rique,0
Levitation (paranormal),36223,L%C3%A9vitation_(paranormal),0
Protactinium,49605,Protactinium,0
Heart murmur,37968,Souffle_cardiaque,0
Backtracking,28799,Retour_sur_trace,0
Bone,78422,Os,0
Bottled water,63707,Eau_en_bouteille,0
Sacrum,33330,Sacrum,0
Flushing (physiology),20615,Rougissement_(physiologie),0
Intermediate filament,32437,Filament_interm%C3%A9diaire,0
Dobermann,41431,Dobermann,0
Reduction potential,33376,Potentiel_d%27oxydor%C3%A9duction,0
Motivational salience,22705,Saillance_motivationnelle,0
Ancient Greek dialects,40990,Dialectes_du_grec_ancien,0
Proton-pump inhibitor,36337,Inhibiteur_de_la_pompe_%C3%A0_protons,0
Amygdalin,33267,Amygdaline,0
Polycystin 1,27505,Polycystine-1,0
Reimbursement,15409,Remboursement,0
Apollonia (Illyria),63049,Apollonia_d%27Illyrie,0
Samhita,20385,Samhita,0
Syndemic,107593,Synd%C3%A9mie,0
Adrenoleukodystrophy,37585,Adr%C3%A9noleucodystrophie_li%C3%A9e_%C3%A0_l%27X,0
Interventional radiology,87228,Radiologie_interventionnelle,0
Brain damage,46535,L%C3%A9sion_c%C3%A9r%C3%A9brale,0
Myalgia,19918,Myalgie,0
Roche,46605,Roche_(entreprise),0
Dance,55538,Danse,0
ATC code N03,16354,Classe_ATC_N03,0
Age of Earth,47198,%C3%82ge_de_la_Terre,0
Kehr's sign,18384,Signe_de_Kehr,0
Randomized controlled trial,74709,Essai_randomis%C3%A9_contr%C3%B4l%C3%A9,0
Rocuronium bromide,24222,Rocuronium,0
Kanji,116083,Kanji,0
Code of Federal Regulations,28898,Code_des_r%C3%A8glements_f%C3%A9d%C3%A9raux,0
Antianginal,24978,Antiangoreux,0
Alcohol (chemistry),51082,Alcool_(chimie),0
Biosimilar,33835,M%C3%A9dicament_biosimilaire,0
Osteochondritis dissecans,47699,Maladie_de_K%C3%B6nig,0
National Oceanic and Atmospheric Administration,96291,National_Oceanic_and_Atmospheric_Administration,0
Inhalational anesthetic,37492,Agent_anesth%C3%A9sique_volatil,0
Rheumatic fever,44055,Rhumatisme_articulaire_aigu,0
Tretinoin,36392,Tr%C3%A9tino%C3%AFne,0
Salzburg,63697,Salzbourg,0
Medusa,49729,M%C3%A9duse_(mythologie),0
Infarction,23704,Infarctus,0
Mahmoud Shabestari,27901,Sa%27d_od-Din_Mahmoud_Chabestari,0
Ruminant,46209,Rumination_(zoologie),0
Hydrogen cyanide,48447,Cyanure_d%27hydrog%C3%A8ne,0
Central core disease,19706,Myopathie_cong%C3%A9nitale_%C3%A0_cores_centraux,0
Epidemiology of HIV/AIDS,69702,%C3%89pid%C3%A9miologie_du_sida,0
Male contraceptive,33620,Contraception_masculine,0
Spontaneous coronary artery dissection,29240,Dissection_de_l%27art%C3%A8re_coronaire,0
Howell–Jolly body,15456,Corps_de_Howell-Jolly,0
Quakers,129708,Quaker,0
HIV-associated nephropathy,19860,N%C3%A9phropathie_associ%C3%A9e_au_VIH,0
Hepatic encephalopathy,44156,Enc%C3%A9phalopathie_h%C3%A9patique,0
Polymer,71247,Polym%C3%A8re,0
Abiward,15566,Abiverd,0
School of Naturalists,24113,%C3%89cole_du_Yin-Yang,0
Dry dung fuel,18340,Bouse_s%C3%A9ch%C3%A9e,0
Bodybuilding,62576,Culturisme,0
Ambulatory blood pressure,15470,Monitoring_ambulatoire_de_la_pression_art%C3%A9rielle,0
Charcot–Marie–Tooth disease,45266,Maladie_de_Charcot-Marie-Tooth,0
Fugger family,43787,Fugger,0
Saskatchewan,83391,Saskatchewan,0
Allergy,81912,Allergie,0
Cathode-ray tube,153902,Tube_cathodique,0
Granuloma,31041,Granulome,0
Erythrokeratodermia variabilis,17751,%C3%89rythrok%C3%A9ratodermie_variable_de_Mend%C3%A8s_da_Costa,0
Chromophore,22683,Chromophore,0
Helleborus niger,21898,Helleborus_niger,0
Usher syndrome,35460,Syndrome_d%27Usher,0
Hip bone,32717,Os_coxal,0
Vaccine trial,34719,Essai_clinique_de_vaccin,0
Blastocyst,30334,Blastocyste,0
Asthma,94788,Asthme,0
Tight junction,21413,Jonction_serr%C3%A9e,0
Bradycardia,29393,Bradycardie,0
Artephius,19592,Art%C3%A9phius,0
Traumatic brain injury,82469,Traumatisme_cr%C3%A2nien,0
Medicinal fungi,22194,Champignon_m%C3%A9dicinal,0
Correlation,55844,Corr%C3%A9lation_(statistiques),0
Gunshot residue,24613,R%C3%A9sidus_de_tir,0
Arginase,27672,Arginase,0
Ricin,54657,Ricine,0
Kaempferol,43999,Kaempf%C3%A9rol,0
Coeliac disease,80528,Maladie_c%C5%93liaque,0
Quentin Matsys,31348,Quentin_Metsys,0
Xanthine oxidase,26299,Xanthine_oxydase,0
Sciatica,33713,Lombosciatique,0
Tyras,27524,Tyras,0
Narcotic,44771,Narcotique,0
Palonosetron,36952,Palonos%C3%A9tron,0
Gastric bypass surgery,63150,By-pass_gastrique,0
Gunpowder,87044,Poudre_noire,0
Abiogenesis,97842,Abiogen%C3%A8se,0
Hemp,101637,Chanvre,0
Bibliotherapy,45494,Biblioth%C3%A9rapie,0
Sociology,130656,Sociologie,0
Dust,28156,Poussi%C3%A8re,0
Sodium cyanoborohydride,18403,Cyanoborohydrure_de_sodium,0
Pork,47131,Porc_(viande),0
Over-the-counter drug,32714,M%C3%A9dicament_en_vente_libre,0
Nasir al-Din al-Tusi,59321,Nasir_al-Din_al-Tusi,0
Shihab al-Din Yahya ibn Habash Suhrawardi,59639,Shihab_al-Din_Sohrawardi,0
Art therapy,54133,Art-th%C3%A9rapie,0
Heavy water,72045,Eau_lourde,0
Transfusion medicine,23282,M%C3%A9decine_transfusionnelle,0
Jabir ibn Hayyan,72000,Jabir_ibn_Hayyan,0
Hypertonia,22720,Hypertonie_musculaire,0
Raynaud syndrome,32468,Syndrome_de_Raynaud,0
Prodrome,27066,Phase_prodromique,0
Carbonate,27892,Carbonate,0
Kena Upanishad,47336,Kena_Upanishad,0
Pinocembrin,15796,Pinocembrine,0
Calcitriol,31052,Calcitriol,0
United Nations Convention on the Law of the Sea,51511,Convention_des_Nations_unies_sur_le_droit_de_la_mer,0
Opportunistic infection,27304,Maladie_opportuniste,0
Jöns Jacob Berzelius,49980,J%C3%B6ns_Jacob_Berzelius,0
Pharmacokinetics,53560,Pharmacocin%C3%A9tique,0
Litre,34626,Litre,0
Risk–benefit ratio,18423,Balance_b%C3%A9n%C3%A9fice-risque,0
Disease,66141,Maladie,0
Stéphane Mifsud,49566,St%C3%A9phane_Mifsud,0
